title,year,certificate,runtime_min,genre,rating,votes,director_star
Disney Gallery: The Mandalorian,2009,TV-G,23,Documentary            ,7.9,201,Brad Baruh
The 2021 NBA Finals,2009–2010,TV-G,7,Sport            ,8.6,228,Steven Lawrence
Phineas and Ferb,2009,TV-14,8,"Animation, Short, Action            ",8.1,198,Zac Moncrief
Phineas and Ferb,2021– ,TV-14,4,"Animation, Short, Action            ",7.6,299,Zac Moncrief
Phineas and Ferb,2021,TV-14,51,"Animation, Short, Action            ",7.6,294,Zac Moncrief
Phineas and Ferb,2021– ,TV-14,51,"Animation, Short, Action            ",7.9,295,Zac Moncrief
Marvel Studios: Legends,2021,TV-G,80,"Short, Action, Fantasy            ",7.3,910,No data
Marvel Studios: Legends,2021– ,TV-G,30,"Short, Action, Fantasy            ",6.8,1352,No data
Marvel Studios: Legends,2021,TV-G,23,"Short, Action, Fantasy            ",6.9,1274,No data
What If...?,2021– ,TV-PG,23,"Animation, Action, Adventure            ",8.0,3069,No data
30 for 30,2021,TV-Y7,23,"Biography, History, Sport            ",9.2,224,Bill Couturié
30 for 30,2021– ,TV-G,23,"Biography, History, Sport            ",7.2,12,Ron Shelton
30 for 30,2021,TV-G,23,"Biography, History, Sport            ",7.7,15,Steve James
How I Met Your Mother,2009– ,TV-G,1,"Comedy, Romance            ",6.5,13,Pamela Fryman
Amphibia,2009,TV-G,20,"Animation, Short, Action            ",6.8,11,Joseph D. Johnston
Chip 'N' Dale: Park Life,1989– ,TV-G,23,"Animation, Short, Adventure            ",5.7,10,Matthew Géczy
Chip 'N' Dale: Park Life,2009,Not Rated,23,"Animation, Short, Adventure            ",6.7,85,Matthew Géczy
Chip 'N' Dale: Park Life,2009– ,TV-G,0,"Animation, Short, Adventure            ",7.4,38,Matthew Géczy
Chip 'N' Dale: Park Life,2010,TV-G,0,"Animation, Short, Adventure            ",8.7,305,Matthew Géczy
Chip 'N' Dale: Park Life,2009– ,No data,0,"Animation, Short, Adventure            ",8.2,195,Matthew Géczy
Goofy in How to Stay at Home,2009,No data,0,"Animation, Short, Comedy            ",0.0,0,Eric Goldberg
To Catch A Smuggler,2020– ,No data,0,Reality-TV            ,0.0,0,No data
To Catch A Smuggler,2021,No data,0,Reality-TV            ,0.0,0,No data
To Catch A Smuggler,2021,No data,0,Reality-TV            ,0.0,0,No data
To Catch A Smuggler,2021,No data,0,Reality-TV            ,0.0,0,David C. Schweizer
To Catch A Smuggler,2007–2015,No data,0,Reality-TV            ,0.0,0,No data
Jonas,2009,No data,0,"Comedy, Family, Music            ",0.0,0,David Kendall
Phineas and Ferb,2007–2015,No data,0,"Animation, Short, Action            ",0.0,0,Robert Hughes
Phineas and Ferb,2009,No data,0,"Animation, Short, Action            ",0.0,0,Zac Moncrief
Phineas and Ferb,2007–2015,TV-G,23,"Animation, Short, Action            ",9.0,286,Zac Moncrief
What If...?,2009,TV-14,22,"Animation, Action, Adventure            ",7.3,218,No data
What If...?,2021– ,TV-14,21,"Animation, Action, Adventure            ",7.6,187,No data
What If...?,,TV-14,21,"Animation, Action, Adventure            ",7.7,177,No data
What If...?,2021– ,TV-14,21,"Animation, Action, Adventure            ",7.4,140,No data
What If...?,,TV-14,21,"Animation, Action, Adventure            ",7.2,130,No data
What If...?,2021– ,TV-14,23,"Animation, Action, Adventure            ",8.0,2612,No data
What If...?,,TV-14,22,"Animation, Action, Adventure            ",7.7,2518,No data
The Wonder Years,2021– ,TV-PG,21,"Comedy, Drama, Family            ",7.9,2649,Fred Savage
The Wonder Years,,TV-PG,20,"Comedy, Drama, Family            ",5.9,112,Fred Savage
The Wonder Years,2021– ,TV-PG,21,"Comedy, Drama, Family            ",5.4,51,Shiri Appleby
The Wonder Years,,TV-PG,20,"Comedy, Drama, Family            ",7.0,32,Molly McGlynn
The Wonder Years,2021– ,TV-PG,21,"Comedy, Drama, Family            ",7.1,36,Numa Perrier
Star Wars: The Clone Wars,,TV-PG,30,"Animation, Action, Adventure            ",7.2,10,Rob Coleman
Star Wars: The Clone Wars,2021– ,TV-PG,30,"Animation, Action, Adventure            ",6.3,12,Brian O'Connell
Star Wars: The Clone Wars,,TV-PG,22,"Animation, Action, Adventure            ",6.0,11,Justin Ridge
The Proud Family: Louder and Prouder,2021– ,TV-PG,22,"Animation, Adventure, Comedy            ",6.7,1287,Tara Whitaker
The Proud Family: Louder and Prouder,2021,TV-G,30,"Animation, Adventure, Comedy            ",6.4,1146,Latoya Raveneau
The Proud Family: Louder and Prouder,2021– ,TV-G,11,"Animation, Adventure, Comedy            ",8.2,3172,Latoya Raveneau
The Proud Family: Louder and Prouder,2021,TV-G,8,"Animation, Adventure, Comedy            ",7.9,3206,Kyla Pratt
The Proud Family: Louder and Prouder,2021– ,TV-G,8,"Animation, Adventure, Comedy            ",7.7,2995,Kyla Pratt
The Proud Family: Louder and Prouder,2021,TV-G,10,"Animation, Adventure, Comedy            ",7.9,349,Kyla Pratt
The Proud Family: Louder and Prouder,2021– ,TV-G,4,"Animation, Adventure, Comedy            ",7.9,318,Kyla Pratt
The Proud Family: Louder and Prouder,2021,TV-G,30,"Animation, Adventure, Comedy            ",7.8,310,Kyla Pratt
The Proud Family: Louder and Prouder,2021– ,TV-G,30,"Animation, Adventure, Comedy            ",8.6,343,Kyla Pratt
Jonas,2021,Not Rated,21,"Comedy, Family, Music            ",7.3,261,Paul Hoen
Zeke and Luther,2008–2020,TV-Y7,21,"Action, Adventure, Comedy            ",7.3,1469,Savage Steve Holland
Zeke and Luther,2009,TV-Y7,23,"Action, Adventure, Comedy            ",7.7,2909,Sean McNamara
Zeke and Luther,2008–2020,TV-Y7,23,"Action, Adventure, Comedy            ",7.3,50,Sean McNamara
The Simpsons,2009,TV-PG,23,"Animation, Comedy            ",7.0,2419,Mike B. Anderson
The Simpsons,2008–2020,TV-PG,22,"Animation, Comedy            ",7.2,117,Mike B. Anderson
How I Met Your Mother,2009,TV-PG,22,"Comedy, Romance            ",8.1,200,Pamela Fryman
How I Met Your Mother,2022– ,TV-PG,23,"Comedy, Romance            ",8.1,210,Pamela Fryman
How I Met Your Mother,2022,TV-PG,22,"Comedy, Romance            ",7.6,38,Pamela Fryman
Dug Days,2022– ,TV-G,0,"Animation, Short, Adventure            ",8.2,89,Bob Peterson
Dug Days,2022,TV-G,0,"Animation, Short, Adventure            ",8.0,186,Bob Peterson
Dug Days,2022– ,TV-G,0,"Animation, Short, Adventure            ",8.2,2791,Bob Peterson
Dug Days,2022,TV-G,0,"Animation, Short, Adventure            ",0.0,0,Bob Peterson
Marvel Studios: Legends,2022– ,TV-14,0,"Short, Action, Fantasy            ",0.0,0,No data
The Simpsons,2022,TV-PG,0,"Animation, Comedy            ",0.0,0,Mike B. Anderson
How I Met Your Mother,2022– ,TV-PG,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
Jonas,2022,Not Rated,0,"Comedy, Family, Music            ",0.0,0,F. Michael Blum
Star Wars: The Clone Wars,2022– ,TV-PG,0,"Animation, Action, Adventure            ",0.0,0,Steward Lee
The Suite Life on Deck,2022,TV-G,0,"Action, Adventure, Comedy            ",0.0,0,Phill Lewis
Phineas and Ferb,2022– ,TV-G,0,"Animation, Short, Action            ",0.0,0,Zac Moncrief
Phineas and Ferb,2022,TV-G,0,"Animation, Short, Action            ",0.0,0,Dan Povenmire
Jonas,2022– ,Not Rated,0,"Comedy, Family, Music            ",0.0,0,Michael Curtis
Sonny with a Chance,,TV-G,0,"Comedy, Family, Romance            ",0.0,0,Eric Dean Seaton
Phineas and Ferb,2022– ,TV-G,0,"Animation, Short, Action            ",0.0,0,Zac Moncrief
Star Wars: The Clone Wars,,TV-PG,0,"Animation, Action, Adventure            ",0.0,0,Brian O'Connell
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.6,1170,Mike B. Anderson
The Simpsons,2009,TV-PG,30,"Animation, Comedy            ",6.7,1182,Mike B. Anderson
How I Met Your Mother,1989– ,TV-PG,30,"Comedy, Romance            ",7.7,3076,Pamela Fryman
Terapia Alternativa,2009,TV-G,23,"Comedy, Drama            ",6.3,8,Ana Katz
Terapia Alternativa,2005–2014,TV-Y7,23,"Comedy, Drama            ",7.2,6,Ana Katz
Terapia Alternativa,2009,TV-PG,22,"Comedy, Drama            ",6.4,6,Ana Katz
Terapia Alternativa,2021– ,TV-PG,30,"Comedy, Drama            ",8.3,197,Ana Katz
Terapia Alternativa,2021,TV-Y7,23,"Comedy, Drama            ",7.8,50,Ana Katz
Terapia Alternativa,2021– ,TV-PG,22,"Comedy, Drama            ",7.9,3194,Ana Katz
Terapia Alternativa,2021,TV-G,22,"Comedy, Drama            ",9.3,6457,Ana Katz
Terapia Alternativa,2021– ,TV-Y7,23,"Comedy, Drama            ",7.7,48,Ana Katz
Terapia Alternativa,2021,TV-Y7,30,"Comedy, Drama            ",7.8,2496,Ana Katz
Terapia Alternativa,2021– ,TV-Y7,57,"Comedy, Drama            ",8.3,86,Ana Katz
The Acolyte,2021,TV-Y7,40,"Action, Adventure, Drama            ",9.1,201,Amandla Stenberg
The Acolyte,2021– ,TV-PG,65,"Action, Adventure, Drama            ",8.5,164,Amandla Stenberg
The Acolyte,2021,TV-14,23,"Action, Adventure, Drama            ",9.1,161,Amandla Stenberg
The Acolyte,2021– ,TV-14,23,"Action, Adventure, Drama            ",9.0,160,Amandla Stenberg
The Acolyte,2021,TV-14,21,"Action, Adventure, Drama            ",6.8,1143,Amandla Stenberg
The Acolyte,2021– ,TV-G,20,"Action, Adventure, Drama            ",7.6,144,Amandla Stenberg
Phineas and Ferb,2021,TV-G,22,"Animation, Short, Action            ",7.4,252,Jay Lender
Iron Man: Armored Adventures,2021– ,TV-14,30,"Animation, Action, Adventure            ",8.3,272,Adrian Petriw
How I Met Your Mother,2021,TV-14,21,"Comedy, Romance            ",8.2,189,Pamela Fryman
How I Met Your Mother,2021– ,TV-14,0,"Comedy, Romance            ",7.9,198,Pamela Fryman
Iron Man: Armored Adventures,2021,TV-14,0,"Animation, Action, Adventure            ",7.6,17,Adrian Petriw
Star Wars: The Clone Wars,2021– ,TV-14,0,"Animation, Action, Adventure            ",8.5,15,Giancarlo Volpe
Sonny with a Chance,2021,TV-14,0,"Comedy, Family, Romance            ",8.1,15,Eric Dean Seaton
Amphibia,2023,TV-14,0,"Animation, Short, Action            ",8.6,16,Roxann Cole
Amphibia,2023,TV-14,0,"Animation, Short, Action            ",8.2,14,Roxann Cole
Amphibia,2023,TV-14,0,"Animation, Short, Action            ",8.4,14,Joseph D. Johnston
Amphibia,2023,TV-Y7,0,"Animation, Short, Action            ",8.3,14,Roxann Cole
The Simpsons,2023,TV-Y7,0,"Animation, Comedy            ",8.3,14,Mike B. Anderson
Marvel Studios: Assembled,2023,TV-G,0,Documentary            ,8.9,17,Kevin Feige
Marvel Studios: Assembled,2007–2015,TV-PG,0,Documentary            ,6.2,6,Brad Baruh
Marvel Studios: Assembled,2009,TV-Y7,0,Documentary            ,6.4,7,Brad Baruh
Phineas and Ferb,2008–2012,No data,0,"Animation, Short, Action            ",8.5,89,Jay Lender
Phineas and Ferb,2009,No data,0,"Animation, Short, Action            ",8.0,3099,Jay Lender
Intertwined,2005–2014,No data,0,"Comedy, Drama, Fantasy            ",7.8,11,Carolina Domenech
Intertwined,2009,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2005–2014,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2009,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2008–2012,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2009,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2008–2020,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2009,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Intertwined,2009–2011,No data,0,"Comedy, Drama, Fantasy            ",0.0,0,Carolina Domenech
Zeke and Luther,2009,No data,0,"Action, Adventure, Comedy            ",0.0,0,Joe Menendez
Zeke and Luther,2019– ,No data,0,"Action, Adventure, Comedy            ",0.0,0,Roger Nygard
Sonny with a Chance,2021,No data,0,"Comedy, Family, Romance            ",0.0,0,Eric Dean Seaton
How I Met Your Mother,2019– ,No data,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
Zeke and Luther,2021,No data,0,"Action, Adventure, Comedy            ",0.0,0,Joe Menendez
Zeke and Luther,2009–2012,TV-Y7,21,"Action, Adventure, Comedy            ",5.7,6,Gregory Hobson
Star Wars: The Clone Wars,2009,TV-PG,23,"Animation, Action, Adventure            ",8.0,2541,Steward Lee
Star Wars: The Clone Wars,2008–2020,TV-PG,23,"Animation, Action, Adventure            ",7.7,2459,Steward Lee
Phineas and Ferb,2009,TV-G,33,"Animation, Short, Action            ",8.6,302,Zac Moncrief
Star Wars: The Clone Wars,2008–2020,TV-PG,22,"Animation, Action, Adventure            ",8.1,2529,Robert Dalva
Star Wars: The Clone Wars,2009,TV-PG,21,"Animation, Action, Adventure            ",7.6,2455,Giancarlo Volpe
Star Wars: The Clone Wars,2007–2015,TV-PG,22,"Animation, Action, Adventure            ",8.0,2585,Kyle Dunlevy
Star Wars: The Clone Wars,2009,TV-PG,22,"Animation, Action, Adventure            ",8.1,2579,Brian O'Connell
Star Wars: The Clone Wars,2008–2020,TV-PG,21,"Animation, Action, Adventure            ",7.6,2407,Brian O'Connell
Star Wars: The Clone Wars,2010,TV-PG,21,"Animation, Action, Adventure            ",6.8,2227,Brian O'Connell
Star Wars: The Clone Wars,2008–2020,TV-PG,21,"Animation, Action, Adventure            ",7.5,2531,Kyle Dunlevy
Star Wars: The Clone Wars,2010,TV-PG,21,"Animation, Action, Adventure            ",7.9,2405,Giancarlo Volpe
How I Met Your Mother,2008–2020,TV-PG,30,"Comedy, Romance            ",7.7,3257,Pamela Fryman
Zeke and Luther,2010,TV-Y7,21,"Action, Adventure, Comedy            ",6.1,7,Gregory Hobson
Jonas,2008–2020,Not Rated,22,"Comedy, Family, Music            ",7.7,42,Paul Hoen
The Simpsons,2010,TV-PG,22,"Animation, Comedy            ",7.1,1196,Mike B. Anderson
9-1-1: Lone Star,2008–2020,TV-14,43,"Action, Drama, Thriller            ",7.8,244,Bradley Buecker
The Wonder Years,2010,TV-PG,22,"Comedy, Drama, Family            ",7.7,128,Robert Townsend
The Wonder Years,2008–2020,TV-PG,21,"Comedy, Drama, Family            ",7.1,120,Matthew A. Cherry
The Wonder Years,2010,TV-PG,22,"Comedy, Drama, Family            ",7.8,116,Fred Savage
How I Met Your Mother,2008–2020,TV-PG,30,"Comedy, Romance            ",9.0,5108,Pamela Fryman
How I Met Your Mother,2010,TV-PG,30,"Comedy, Romance            ",8.5,3438,Neil Patrick Harris
The Simpsons,2008–2020,TV-PG,21,"Animation, Comedy            ",6.7,1086,Mike B. Anderson
The Simpsons,2010,TV-PG,21,"Animation, Comedy            ",6.6,1156,Mike B. Anderson
Iron Man: Armored Adventures,2005–2014,TV-Y7,23,"Animation, Action, Adventure            ",8.2,52,Adrian Petriw
Amphibia,2009,TV-Y7,30,"Animation, Short, Action            ",8.6,142,Roxann Cole
Amphibia,2009–2012,TV-Y7,21,"Animation, Short, Action            ",9.3,190,Joseph D. Johnston
Amphibia,2009,TV-Y7,21,"Animation, Short, Action            ",9.0,133,Roxann Cole
Amphibia,2009–2010,TV-Y7,21,"Animation, Short, Action            ",9.3,146,Roxann Cole
How I Met Your Mother,2009,TV-PG,22,"Comedy, Romance            ",8.8,3712,Pamela Fryman
The Wonder Years,1989– ,TV-PG,21,"Comedy, Drama, Family            ",7.1,81,Ken Whittingham
The Wonder Years,2009,TV-PG,21,"Comedy, Drama, Family            ",7.4,72,Victor Nelli Jr.
The Wonder Years,2020– ,TV-PG,21,"Comedy, Drama, Family            ",7.7,69,Fred Savage
The Wonder Years,2022,TV-PG,22,"Comedy, Drama, Family            ",7.5,63,Victor Nelli Jr.
The Wonder Years,2021– ,TV-PG,6,"Comedy, Drama, Family            ",7.3,53,Fred Savage
The Wonder Years,2021,TV-PG,21,"Comedy, Drama, Family            ",7.9,58,Fred Savage
The Wonder Years,2021– ,TV-PG,21,"Comedy, Drama, Family            ",6.0,7,Elisha Williams
The Wonder Years,2021,TV-PG,30,"Comedy, Drama, Family            ",7.6,62,Lilah Richcreek Estrada
The Wonder Years,2021– ,TV-PG,0,"Comedy, Drama, Family            ",8.7,124,No data
The Wonder Years,2021,TV-PG,0,"Comedy, Drama, Family            ",7.8,225,Numa Perrier
The Wonder Years,2005–2014,TV-PG,0,"Comedy, Drama, Family            ",5.8,6,No data
The Wonder Years,2010,TV-PG,0,"Comedy, Drama, Family            ",7.3,9,No data
The Wonder Years,2005–2014,TV-PG,0,"Comedy, Drama, Family            ",7.9,3037,No data
Zeke and Luther,2010,TV-Y7,0,"Action, Adventure, Comedy            ",0.0,0,Savage Steve Holland
The Wonderful World of Mickey Mouse,1989– ,TV-G,0,"Animation, Short, Adventure            ",0.0,0,Paul Rudish
Sonny with a Chance,2010,TV-G,0,"Comedy, Family, Romance            ",0.0,0,Eric Dean Seaton
Marvel Studios: Legends,1989– ,TV-14,0,"Short, Action, Fantasy            ",0.0,0,No data
Zeke and Luther,2010,TV-Y7,0,"Action, Adventure, Comedy            ",0.0,0,Savage Steve Holland
Zeke and Luther,2008–2012,TV-Y7,0,"Action, Adventure, Comedy            ",0.0,0,Matt Dearborn
How I Met Your Mother,2009,TV-PG,0,"Comedy, Romance            ",0.0,0,Pamela Fryman
Jonas,2009–2010,Not Rated,21,"Comedy, Family, Music            ",7.2,32,Savage Steve Holland
The Simpsons,2010,TV-PG,22,"Animation, Comedy            ",6.9,1177,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.1,1118,Mike B. Anderson
Zeke and Luther,2010,TV-Y7,21,"Action, Adventure, Comedy            ",7.0,11,Matt Dearborn
How I Met Your Mother,1989– ,TV-PG,30,"Comedy, Romance            ",7.6,2979,Pamela Fryman
Sonny with a Chance,2010,TV-G,22,"Comedy, Family, Romance            ",7.9,74,Eric Dean Seaton
Sonny with a Chance,2009–2012,TV-G,22,"Comedy, Family, Romance            ",8.1,80,Eric Dean Seaton
Sonny with a Chance,2010,TV-G,22,"Comedy, Family, Romance            ",8.4,94,Eric Dean Seaton
The Simpsons,2005–2014,TV-PG,30,"Animation, Comedy            ",6.6,1166,Mike B. Anderson
9-1-1: Lone Star,2010,TV-14,44,"Action, Drama, Thriller            ",8.6,278,Marita Grabiak
Sonny with a Chance,2009–2011,TV-G,22,"Comedy, Family, Romance            ",8.2,121,Eric Dean Seaton
Lost Cities with Albert Lin,2010,TV-Y7,44,"Documentary, History            ",6.4,8,Ben Crichton
Zeke and Luther,2009–2011,TV-Y7,21,"Action, Adventure, Comedy            ",6.4,9,Gregory Hobson
Zeke and Luther,2010,TV-Y7,21,"Action, Adventure, Comedy            ",6.8,12,Joe Menendez
Zeke and Luther,2009–2011,TV-14,21,"Action, Adventure, Comedy            ",8.2,174,Eyal Gordin
Welcome to Earth,2010,TV-14,43,"Documentary, Adventure            ",8.4,98,Nat Sharman
Welcome to Earth,1989– ,TV-14,39,"Documentary, Adventure            ",8.4,87,Will Smith
Welcome to Earth,2010,TV-14,35,"Documentary, Adventure            ",8.5,97,Fleur Bone
Welcome to Earth,2020– ,TV-14,36,"Documentary, Adventure            ",8.0,73,Joanna Barwick
Welcome to Earth,2022,TV-14,35,"Documentary, Adventure            ",7.0,1055,Luke Wiles
Limitless,2009–2011,TV-14,30,"Documentary, Adventure            ",8.1,30,No data
Limitless,2010,TV-14,22,"Documentary, Adventure            ",7.4,22,No data
Limitless,2019– ,TV-14,22,"Documentary, Adventure            ",7.1,1196,No data
Limitless,2021,TV-14,21,"Documentary, Adventure            ",8.3,21,No data
Limitless,2009–2012,TV-PG,22,"Documentary, Adventure            ",8.2,3334,No data
The Simpsons,2010,TV-Y7,30,"Animation, Comedy            ",8.5,239,Mike B. Anderson
Kick Buttowski: Suburban Daredevil,2009–2012,TV-Y7,23,"Animation, Action, Adventure            ",8.1,3070,Chris Savino
Kick Buttowski: Suburban Daredevil,2010,TV-PG,30,"Animation, Action, Adventure            ",7.1,18,Chris Savino
The Simpsons,2009–2012,TV-Y7,22,"Animation, Comedy            ",7.8,182,Mike B. Anderson
Kick Buttowski: Suburban Daredevil,2010,TV-PG,23,"Animation, Action, Adventure            ",7.9,182,Chris Savino
How I Met Your Mother,2021– ,TV-G,23,"Comedy, Romance            ",7.9,173,Pamela Fryman
Phineas and Ferb,2021,TV-PG,23,"Animation, Short, Action            ",5.8,1382,Jeff 'Swampy' Marsh
How I Met Your Mother,2021– ,TV-Y7,22,"Comedy, Romance            ",7.8,646,Pamela Fryman
Kick Buttowski: Suburban Daredevil,2021,TV-G,52,"Animation, Action, Adventure            ",7.0,1083,Chris Savino
Phineas and Ferb,2021– ,TV-G,54,"Animation, Short, Action            ",7.0,735,Jay Lender
Phineas and Ferb,2021,TV-G,49,"Animation, Short, Action            ",6.2,47,Jay Lender
Phineas and Ferb,2021– ,TV-PG,22,"Animation, Short, Action            ",7.9,17,Zac Moncrief
The Simpsons,2021,TV-G,22,"Animation, Comedy            ",5.8,44,Mike B. Anderson
30 for 30,2021– ,Not Rated,22,"Biography, History, Sport            ",7.6,2334,Ezra Holland
30 for 30,2021,TV-G,21,"Biography, History, Sport            ",8.2,180,Sean Pamphilon
30 for 30,2022– ,TV-Y7,23,"Biography, History, Sport            ",7.9,230,Jeff Tremaine
Kick Buttowski: Suburban Daredevil,2022,TV-Y7,23,"Animation, Action, Adventure            ",7.9,164,Chris Savino
Kick Buttowski: Suburban Daredevil,2022– ,TV-Y7,23,"Animation, Action, Adventure            ",7.3,33,Chris Savino
Kick Buttowski: Suburban Daredevil,2022,TV-PG,23,"Animation, Action, Adventure            ",6.6,1101,Chris Savino
Star Wars: The Clone Wars,2022– ,TV-G,30,"Animation, Action, Adventure            ",0.0,0,Steward Lee
Phineas and Ferb,2022,TV-G,0,"Animation, Short, Action            ",0.0,0,Zac Moncrief
Phineas and Ferb,2022– ,TV-G,0,"Animation, Short, Action            ",0.0,0,Zac Moncrief
Phineas and Ferb,2022,TV-Y7,0,"Animation, Short, Action            ",0.0,0,Jay Lender
Pair of Kings,2022– ,TV-PG,0,"Comedy, Family, Fantasy            ",0.0,0,David Kendall
The Simpsons,2022,No data,0,"Animation, Comedy            ",0.0,0,Mike B. Anderson
Jonas,2009–2010,Not Rated,20,"Comedy, Family, Music            ",7.3,34,Paul Hoen
Zeke and Luther,2010,TV-Y7,21,"Action, Adventure, Comedy            ",6.0,8,Savage Steve Holland
How I Met Your Mother,2009–2012,TV-PG,30,"Comedy, Romance            ",7.5,2980,Pamela Fryman
Star Wars: The Clone Wars,2010,TV-PG,22,"Animation, Action, Adventure            ",7.8,2348,Steward Lee
Star Wars: The Clone Wars,2005–2014,TV-PG,22,"Animation, Action, Adventure            ",8.1,2337,Dave Filoni
Star Wars: The Clone Wars,2010,TV-PG,22,"Animation, Action, Adventure            ",7.6,2271,Giancarlo Volpe
Star Wars: The Clone Wars,2008–2020,TV-PG,22,"Animation, Action, Adventure            ",7.4,2303,Giancarlo Volpe
Star Wars: The Clone Wars,2010,TV-PG,22,"Animation, Action, Adventure            ",7.6,2329,Steward Lee
The Simpsons,2008–2020,TV-PG,30,"Animation, Comedy            ",6.9,1079,Mike B. Anderson
The Acolyte,2010,TV-MA,30,"Action, Adventure, Drama            ",6.2,1334,Amandla Stenberg
Chucky,2008–2020,TV-PG,30,"Horror, Thriller            ",6.3,1019,No data
The Simpsons,2010,TV-PG,30,"Animation, Comedy            ",6.7,1123,Mike B. Anderson
The Simpsons,2008–2020,TV-PG,30,"Animation, Comedy            ",7.0,1055,Mike B. Anderson
The Simpsons,2010,TV-PG,30,"Animation, Comedy            ",6.8,1055,Mike B. Anderson
The Simpsons,2008–2020,TV-PG,30,"Animation, Comedy            ",7.3,1226,Mike B. Anderson
The Simpsons,2010,TV-PG,30,"Animation, Comedy            ",6.7,1124,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.1,1049,Mike B. Anderson
The Simpsons,2010,TV-14,30,"Animation, Comedy            ",6.2,1090,Mike B. Anderson
The Simpsons,,TV-PG,30,"Animation, Comedy            ",6.9,1090,Mike B. Anderson
The Simpsons,2021– ,TV-PG,30,"Animation, Comedy            ",6.6,1107,Mike B. Anderson
The Simpsons,,TV-PG,30,"Animation, Comedy            ",6.8,1109,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.1,1081,Mike B. Anderson
The Simpsons,2010,TV-PG,30,"Animation, Comedy            ",7.3,1146,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.8,1161,Mike B. Anderson
The Simpsons,2011,TV-PG,30,"Animation, Comedy            ",7.1,1411,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.2,1100,Mike B. Anderson
The Simpsons,2011,TV-PG,30,"Animation, Comedy            ",6.5,1071,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",6.4,1085,Mike B. Anderson
The Simpsons,2011,TV-PG,30,"Animation, Comedy            ",6.8,1193,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.0,1139,Mike B. Anderson
The Simpsons,2011,TV-14,30,"Animation, Comedy            ",6.9,1113,Mike B. Anderson
The Simpsons,1989– ,TV-PG,30,"Animation, Comedy            ",7.7,2957,Mike B. Anderson
The Simpsons,2011,TV-PG,22,"Animation, Comedy            ",8.4,90,Mike B. Anderson
How I Met Your Mother,1989– ,TV-G,30,"Comedy, Romance            ",7.7,2890,Pamela Fryman
Sonny with a Chance,2011,TV-PG,30,"Comedy, Family, Romance            ",8.1,3080,John Fortenberry
How I Met Your Mother,1989– ,TV-PG,30,"Comedy, Romance            ",7.2,1145,Pamela Fryman
How I Met Your Mother,2011,TV-PG,40,"Comedy, Romance            ",8.2,27,Rob Greenberg
The Simpsons,1989– ,Unrated,21,"Animation, Comedy            ",7.7,29,Mike B. Anderson
20/20,2011,Not Rated,21,"Documentary, News            ",8.3,29,David Muir
Jonas,1989– ,Not Rated,22,"Comedy, Family, Music            ",8.1,86,John Scott
Jonas,2011,TV-G,30,"Comedy, Family, Music            ",7.0,1103,John Scott
Sonny with a Chance,1989– ,TV-PG,21,"Comedy, Family, Romance            ",7.2,11,Carl Lauten
The Simpsons,2011,TV-Y7,47,"Animation, Comedy            ",4.0,33,Mike B. Anderson
Zeke and Luther,1989– ,TV-Y7,23,"Action, Adventure, Comedy            ",6.8,30,Eyal Gordin
ABC News Specials,2010,TV-Y7,21,News            ,6.6,9,Alec Baldwin
Pair of Kings,1989– ,TV-Y7,21,"Comedy, Family, Fantasy            ",5.8,9,Victor Gonzalez
Zeke and Luther,2011,TV-Y7,60,"Action, Adventure, Comedy            ",6.8,19,Eyal Gordin
Zeke and Luther,1989– ,No data,21,"Action, Adventure, Comedy            ",6.6,9,Savage Steve Holland
The '80s: Top Ten,2011,No data,0,"Documentary, Biography            ",0.0,0,Rob Lowe
Zeke and Luther,1989– ,No data,0,"Action, Adventure, Comedy            ",0.0,0,Joe Menendez
How I Met Your Mother,2005–2014,TV-PG,30,"Comedy, Romance            ",8.0,3224,Pamela Fryman
Kick Buttowski: Suburban Daredevil,2010,TV-Y7,22,"Animation, Action, Adventure            ",7.8,13,Chris Savino
Pair of Kings,2010–2012,TV-Y7,23,"Comedy, Family, Fantasy            ",8.2,25,Victor Gonzalez
